mti,processingCode,transactionAmount,dateTimeTransaction,cardholderBillingConversionRate,stan,timeLocalTransaction,dateLocalTransaction,expiryDate,conversionDate,merchantCategoryCode,posEntryMode,acquiringInstitutionCode,forwardingInstitutionCode,rrn,cardAcceptorTerminalId,cardAcceptorId,cardAcceptorNameLocation,cardBalance,additionalData48,transactionCurrencyCode,cardholderBillingCurrencyCode,posDataCode,originalDataElement,channel,encryptedPan,network,dcc,kitNo,factorOfAuthorization,authenticationScore,contactless,international,preValidated,enhancedLimitWhiteListing,transactionOrigin,transactionType,isExternalAuth,encryptedHexCardNo,isTokenized,entityId,moneySendTxn,mcRefundTxn,mpqrtxn,authorisationStatus,latitude,longitude
83,62,48,1900-04-22 11:57:31.008723,3,96,97,50,95,53,76,39,64,87,20,81,43,75,31,14,37,36,47,83,66,89,54,14,49,51,55,39,85,5,93,25,36,25,16,77,92,75,97,53,77,-80.77852286766726,101.03519813999753
46,93,19,1984-06-25 19:20:04.005518,98,48,89,46,12,68,25,92,1,82,28,25,21,8,95,94,22,39,80,8,10,89,30,91,47,32,15,75,57,57,36,90,76,43,24,82,13,69,3,29,75,-79.87040102341594,-18.02936175262502
30,16,56,2046-08-25 14:45:38.007640,6,87,37,39,10,6,15,91,46,5,67,26,96,79,71,47,32,33,60,64,79,92,44,9,33,94,63,32,26,41,66,49,62,70,33,15,39,92,30,37,13,-69.48591490869498,-76.9507514029754
63,19,10,1910-03-09 19:46:28.002317,55,73,14,18,82,96,98,16,12,13,56,32,48,19,36,9,49,42,37,48,13,33,2,32,31,31,94,17,0,44,4,20,31,84,8,75,48,37,0,71,46,-63.81568959086469,37.00953786467292
58,53,37,2073-04-14 16:19:17.006467,4,18,77,12,96,54,29,15,27,64,99,17,48,54,80,21,40,31,62,25,36,60,82,17,2,21,37,87,53,40,42,80,15,28,48,12,70,94,82,14,3,0.24019588489497323,95.4291033717202
0,69,28,2033-02-01 19:41:07.000406,10,55,58,83,23,52,46,85,83,76,56,3,10,19,35,77,16,56,40,81,82,53,47,6,63,44,100,62,57,40,88,0,15,3,83,51,11,59,88,80,46,-53.68114374618559,119.51222508887537
58,26,25,1953-08-28 07:48:22.005552,63,63,74,51,25,88,28,64,9,28,12,49,84,8,25,96,3,94,8,28,40,22,97,90,51,77,83,92,3,35,45,77,87,2,23,9,98,85,76,56,34,57.43886275849661,-158.7535905585787
93,91,44,2054-10-23 18:39:29.001696,66,93,9,53,86,50,27,49,85,2,37,70,16,67,8,100,0,26,17,89,87,27,63,80,37,80,14,94,74,72,40,29,21,56,19,20,51,75,44,83,51,3.7960774116034486,145.02325757038142
95,3,25,1984-05-21 18:03:01.007268,82,4,57,31,13,57,20,69,70,23,13,48,33,47,6,72,21,98,48,61,32,98,36,45,62,39,37,92,61,83,17,96,5,26,15,29,52,26,95,85,69,75.16019685409128,-172.21515782367405
44,24,36,1975-01-15 05:45:41.001020,7,16,100,64,99,18,11,65,75,69,40,48,48,65,77,17,43,79,98,91,95,40,45,93,12,2,38,50,3,42,48,7,90,73,25,41,3,13,8,31,84,18.04548620822807,-100.3026880224051
18,26,38,1971-01-09 14:52:10.001407,97,86,37,80,6,37,94,25,99,0,88,60,8,22,57,48,17,1,7,98,93,66,20,89,5,68,24,44,34,44,88,66,71,35,16,31,83,21,8,19,19,-20.324343532007447,-173.43322587469436
97,8,34,1994-05-06 23:19:06.008805,19,86,76,8,30,99,2,9,60,48,41,23,60,14,47,86,70,87,51,50,89,45,87,41,49,66,30,56,67,50,3,95,10,38,93,97,91,2,84,52,16,-13.094822792202379,27.77326838817541
20,59,88,2089-09-02 12:27:14.003975,86,90,49,65,75,42,61,62,42,49,29,40,33,29,55,74,55,25,80,79,1,90,10,20,14,45,3,26,56,67,60,56,29,26,5,92,38,79,55,21,66,-44.72797848187541,11.725140214017188
80,37,14,2057-09-05 18:11:36.003737,97,50,27,68,57,32,62,28,72,16,93,6,74,37,65,92,98,0,71,39,47,29,40,40,17,45,37,56,34,64,78,95,22,84,70,76,81,0,12,27,70,45.08384799486143,-57.621501580067914
20,70,66,1951-02-23 16:30:00.000620,33,76,89,57,47,68,81,95,78,33,66,57,69,45,62,18,38,84,3,53,9,59,55,62,43,55,16,22,11,80,3,10,51,15,93,26,88,32,6,78,28,-29.825882366286066,117.08496802046642
75,47,2,1941-06-05 04:59:52.006840,41,77,58,81,95,72,61,36,4,35,84,78,19,40,69,44,62,26,48,19,65,13,92,47,66,34,17,38,25,50,71,13,49,34,36,88,94,48,35,4,43,68.24834746389493,33.89515922204103
22,52,40,1948-09-21 14:16:47.004604,29,76,80,4,4,43,62,99,10,26,22,22,69,6,43,6,7,3,22,85,41,65,56,5,52,76,97,66,45,94,98,3,87,80,45,65,87,83,40,67,29,-42.63656243987775,-93.73893211526703
79,3,12,1931-03-09 03:22:04.005257,55,1,79,52,15,42,76,15,93,75,79,89,20,21,25,22,15,47,43,69,85,98,35,1,88,80,87,71,32,37,35,9,55,68,16,15,5,88,91,40,78,-43.974529558415774,-154.42760503893555
75,26,36,2010-10-27 18:48:41.001519,98,99,41,53,32,18,49,80,9,12,28,67,99,91,82,2,26,70,4,28,46,91,53,61,5,23,22,21,55,36,70,67,62,3,10,91,73,64,91,7,50,-13.343633360167516,-31.86832030648756
23,17,63,2031-07-24 10:04:32.003873,95,20,29,69,88,8,81,84,49,31,86,61,90,52,14,41,44,3,65,20,82,31,62,95,9,61,97,24,32,58,39,14,23,30,71,85,11,47,67,53,97,63.688120177667116,-24.068539298433762
49,37,52,1992-01-05 02:59:49.001943,35,91,100,66,21,23,10,2,38,63,4,56,2,78,76,94,16,98,57,1,86,0,18,78,95,31,68,51,63,98,61,78,75,41,27,25,7,27,6,47,3,-83.56929657207115,-137.26082725991546
47,96,82,1908-01-01 04:57:20.004449,42,61,14,3,34,42,47,95,85,52,18,7,56,88,70,48,77,98,52,51,67,22,64,59,36,43,86,33,2,33,33,97,1,26,84,99,23,67,67,49,80,62.32917615222411,-99.2115289122314
12,72,21,1994-05-15 23:21:54.007451,9,58,70,78,84,62,52,23,29,39,5,46,48,37,13,44,19,5,56,23,38,57,84,14,11,24,26,33,68,100,5,26,43,2,33,85,39,87,90,55,92,28.029191587661984,112.23653317296123
72,4,31,1968-07-02 04:49:39.005248,48,68,58,46,55,95,47,38,41,42,30,41,23,38,98,82,8,91,54,16,98,19,86,41,56,80,45,97,24,94,81,35,38,59,22,61,56,54,65,51,62,56.3919769583604,131.51253097706166
15,27,2,1941-02-08 00:44:45.004527,4,28,48,63,68,16,94,25,3,4,68,75,80,3,64,81,48,73,18,36,45,43,88,16,86,39,27,41,63,52,47,89,1,28,75,85,39,15,59,3,93,-12.244821353754205,48.2794684379877
11,38,73,1920-05-01 14:03:44.002925,80,32,28,58,25,8,99,17,11,21,85,73,4,16,65,31,93,94,62,20,80,45,41,59,72,27,10,7,59,94,8,47,61,44,98,59,9,96,95,8,3,-52.031040234664836,-126.1358819493939
84,76,38,1974-01-04 22:34:28.004590,35,66,10,37,2,4,93,15,79,88,98,92,64,93,95,57,43,72,99,14,80,20,56,6,45,10,51,100,32,69,13,66,40,41,95,34,36,75,56,15,73,-47.94708110392208,24.6131635533753
38,6,67,1923-10-10 15:58:33.008992,14,37,98,16,92,31,99,5,44,12,40,25,87,63,35,35,98,89,99,85,49,73,29,98,41,64,40,32,86,35,12,47,80,24,53,18,53,58,87,64,27,-30.256041417607733,-162.6142776516841
96,89,96,2091-01-25 10:31:23.003407,10,82,87,0,100,61,45,13,54,24,90,59,0,89,29,96,39,68,4,59,44,24,67,78,88,28,91,40,24,61,88,32,53,26,44,40,17,44,10,35,57,46.18032294528072,165.06903335216026
60,63,60,2011-09-05 14:56:52.002566,0,72,13,75,91,52,41,17,27,8,95,78,22,21,69,63,88,18,27,84,24,38,68,97,54,33,47,66,47,81,89,68,94,82,27,52,90,53,67,9,70,-54.08496174060767,6.194505673113241
26,84,42,2060-01-04 15:35:59.003607,73,10,92,78,62,26,53,60,30,86,75,79,96,44,11,81,27,47,89,73,69,2,28,12,59,59,12,46,93,64,34,18,53,49,42,99,63,80,41,94,34,-36.819853360814854,104.75990054025885
92,9,55,1964-09-20 09:33:34.000561,44,39,65,66,11,66,57,5,50,90,0,37,65,30,11,27,3,100,35,98,13,56,75,63,73,49,82,26,67,49,75,30,83,6,97,74,61,17,71,90,94,77.08818279160195,-95.67031532406399
5,94,52,1993-03-02 06:32:13.005982,10,57,100,70,10,75,91,10,86,96,12,57,15,67,53,10,49,26,30,56,98,28,66,99,11,52,63,32,48,78,18,77,6,18,3,92,1,40,96,81,21,-63.46646551264381,-63.431889716247724
37,86,17,2041-05-08 21:20:04.002731,12,86,52,38,82,44,97,83,94,7,81,41,66,65,62,11,6,61,64,29,95,46,2,28,1,88,28,13,14,70,91,51,45,76,49,40,85,23,69,14,38,39.096660705125146,49.23330854743679
62,52,97,1904-01-10 23:50:34.000288,100,19,23,40,21,65,66,54,24,12,39,96,85,22,79,53,41,41,83,6,39,41,33,5,32,11,34,91,39,47,87,27,78,39,74,2,47,79,20,19,58,14.081393473523818,14.224706189995345
19,67,54,1917-03-03 06:55:52.003544,72,8,84,95,19,94,55,1,62,97,81,9,43,97,75,37,93,45,52,81,99,37,21,40,54,49,67,56,97,74,66,7,94,16,28,59,25,47,57,81,60,-79.38208478422624,97.83302603438386
56,24,75,2035-06-28 12:21:21.001046,5,64,40,93,85,6,60,44,77,87,9,67,87,24,1,25,0,97,36,63,38,50,88,88,44,41,22,57,2,66,9,41,76,70,98,40,84,67,70,98,7,-50.71550257290906,14.614897756538682
98,83,15,1928-06-24 13:19:08.005766,3,92,77,97,13,42,33,56,14,33,13,76,99,32,99,20,75,100,60,73,96,58,80,6,51,23,2,93,26,68,0,15,61,85,70,94,86,25,89,23,2,-88.03622216625192,-17.948128810490033
4,62,1,1966-08-25 01:54:37.000083,26,97,93,79,38,92,79,20,88,13,23,3,12,95,37,73,19,55,96,29,44,24,13,56,16,59,89,46,2,3,79,54,11,9,73,71,17,30,51,74,23,71.88470976391565,-72.81901128265972
43,68,80,1960-01-02 16:11:38.009353,12,25,1,12,47,90,24,62,65,14,9,37,39,17,56,3,12,98,13,82,98,9,82,78,65,20,4,47,70,54,15,68,75,25,62,98,11,85,83,35,29,61.90293233778621,97.63342574338441
54,60,31,2034-06-06 18:38:11.002290,9,3,29,16,66,6,2,27,37,57,5,4,59,61,19,78,36,44,9,2,44,38,76,24,77,97,31,24,71,76,25,83,95,74,59,71,14,3,86,29,21,40.4558609735781,116.51893894310615
42,57,43,2034-06-09 13:32:08.009241,28,64,78,16,81,82,74,29,33,90,85,70,92,55,60,77,99,0,79,95,8,78,40,30,91,60,7,18,13,100,41,3,71,52,73,47,6,27,18,19,65,-15.791914431156243,71.1149643387044
26,54,64,2031-04-07 19:42:20.002255,71,82,27,59,89,81,55,52,80,30,47,68,69,28,79,88,69,79,77,47,15,92,12,96,79,17,25,46,59,40,59,37,14,97,13,96,90,63,97,87,21,42.55262142781015,96.70256668182486
55,55,75,1967-08-27 08:06:50.005007,84,14,94,41,81,94,14,43,89,49,70,95,7,7,43,90,59,69,12,32,36,41,78,48,37,52,44,49,84,31,46,4,88,16,17,67,73,91,11,50,81,-63.6485947905402,-61.461988172798115
17,89,84,1948-02-06 03:25:48.001004,15,85,17,32,37,40,18,31,94,38,17,22,21,13,47,21,3,38,63,39,53,84,72,53,16,18,45,4,5,81,78,0,16,65,5,78,26,69,41,82,38,-32.04540319330592,-45.24875646080477
46,65,45,1997-01-07 05:02:08.009499,18,98,6,28,79,98,38,52,57,10,27,47,79,14,71,4,76,57,40,71,51,18,1,11,90,27,16,84,52,57,37,23,50,96,27,9,18,67,89,88,36,-39.18172585686814,166.65691903636082
94,57,34,2052-07-28 15:22:08.003464,24,73,57,10,34,10,39,93,50,91,70,76,94,95,54,85,28,57,49,49,99,93,70,17,66,67,80,16,65,91,18,48,7,79,89,98,82,54,76,88,44,-14.123356831441953,107.44273032966868
83,30,74,2014-04-27 11:54:22.001123,76,89,61,5,16,0,99,8,31,92,71,44,50,15,59,13,20,92,63,41,85,62,45,25,23,21,23,89,4,12,65,16,25,63,97,86,80,55,43,92,57,67.74715530106329,66.04621091202648
8,45,8,2100-12-07 19:51:30.003063,32,48,61,11,69,2,42,66,98,51,72,95,50,54,11,53,85,76,69,92,4,23,43,69,78,10,75,57,8,20,27,6,5,76,45,82,81,86,48,72,2,-71.84804725722145,-125.86216851265064
18,60,15,2025-10-16 10:45:43.000577,57,79,6,4,8,46,35,59,6,92,81,48,34,62,27,38,0,34,17,77,88,96,55,29,25,4,69,69,54,52,72,21,47,15,72,67,72,99,4,35,64,-6.960303609681432,124.71909519748402
72,73,32,2076-07-14 08:42:48.005043,89,92,0,61,58,32,47,23,78,40,92,62,90,0,21,85,9,51,85,91,90,79,86,45,36,15,30,20,71,8,22,11,99,54,73,31,19,95,56,48,76,22.116324811563985,96.72525356581542
59,8,62,2067-07-28 06:45:57.000696,50,97,37,58,96,22,88,98,59,4,92,6,83,12,44,15,85,36,46,28,77,64,92,9,73,55,79,79,45,71,72,58,8,84,56,48,99,24,52,19,67,-86.67753090157986,173.1922471878421
88,74,35,1992-01-12 02:11:39.000619,4,65,83,62,97,8,41,54,85,97,4,93,55,91,11,79,28,76,26,45,86,89,46,2,35,69,69,84,63,97,54,70,31,46,72,7,23,21,73,62,17,-78.04317581346638,175.56043263953586
41,5,42,1946-09-21 23:41:37.006946,47,100,17,24,48,13,56,16,65,20,11,18,95,55,41,59,5,65,82,12,10,19,92,3,5,14,52,47,3,55,32,91,17,49,77,56,1,1,25,98,92,43.52428215471943,-159.4884678244167
45,99,73,1927-11-01 08:57:13.008924,16,1,3,74,48,63,40,99,77,60,83,82,60,23,43,1,12,50,45,100,25,0,100,81,19,81,89,57,89,11,81,49,92,87,99,44,92,88,78,66,23,-45.25286328382498,18.845913620716317
12,57,1,1955-01-15 02:28:55.007673,79,28,17,39,72,83,71,22,54,44,92,28,77,46,88,6,23,53,38,97,88,75,3,18,50,58,97,48,56,58,66,72,87,88,69,62,85,79,43,46,97,-62.95760107480844,-114.13005793048414
67,72,31,1948-07-26 17:39:36.000775,2,73,69,56,77,28,55,1,92,91,98,88,33,56,98,28,39,12,19,60,35,31,53,92,67,49,69,73,47,9,1,57,99,93,6,22,10,3,87,94,40,-80.71428808856903,164.91824085779047
94,85,70,2002-09-20 03:02:36.000829,8,81,86,60,42,81,94,96,77,22,2,45,96,85,16,37,46,92,23,52,15,30,69,87,77,28,73,65,66,4,11,58,57,15,68,11,43,90,69,75,9,63.8653499400979,60.336502545879824
4,54,86,2093-09-04 09:52:26.007997,90,0,19,65,74,4,32,53,8,5,29,99,30,94,28,73,43,32,6,57,69,57,0,5,71,27,92,97,48,8,19,88,48,40,89,0,10,52,26,24,16,-1.967728575171975,-132.7637798933859
38,89,57,2025-07-19 03:49:41.000322,83,19,42,20,100,32,74,6,14,93,27,11,90,13,51,51,86,2,72,74,70,96,34,91,53,36,11,70,93,92,54,0,34,70,38,93,68,49,0,86,35,-12.320045805997665,158.62331269637008
35,26,20,2073-06-26 23:18:50.002424,33,52,85,24,73,89,95,61,14,3,47,41,85,63,11,25,61,7,51,29,63,31,42,60,43,60,65,63,70,91,94,83,59,26,41,3,18,17,98,51,79,-89.75267921264532,176.32256857777094
54,20,5,1963-02-16 21:57:26.002527,44,55,34,30,21,24,47,43,21,27,63,63,30,31,42,76,91,49,53,28,30,37,53,72,25,49,52,66,58,88,19,16,81,57,52,18,60,18,7,5,32,46.94057245790279,113.69580360344213
73,51,93,1985-05-04 11:45:58.007526,90,44,3,96,22,14,53,14,29,6,10,10,71,47,74,1,8,35,48,85,72,51,2,8,31,93,39,56,0,10,33,80,9,43,19,16,57,50,5,18,79,-66.5311817063228,-51.11644653294516
20,6,40,2081-04-17 12:41:05.000898,87,48,17,25,0,55,20,80,78,39,12,78,27,86,53,0,72,92,56,51,85,74,95,11,27,69,19,13,12,53,99,13,68,12,7,72,52,76,3,26,75,-17.745646176738603,-179.13441644261076
49,85,51,1960-03-19 02:37:19.000486,88,87,32,39,50,3,64,97,6,39,37,97,63,43,7,90,44,78,20,74,88,95,84,17,49,88,71,10,71,25,46,79,4,37,76,44,60,66,64,89,38,-48.75914347954703,164.46205326745013
54,45,63,1991-12-11 13:18:48.003009,29,29,60,21,45,58,44,89,39,0,45,65,23,68,39,57,61,87,15,18,85,77,70,55,98,68,54,20,39,34,73,86,92,81,37,94,93,49,90,5,41,-44.281218671158065,143.8843095306238
27,50,5,1981-06-03 23:15:59.001217,40,23,54,66,78,74,57,73,13,76,63,97,14,97,63,47,4,41,11,61,47,47,73,4,81,19,82,47,4,20,58,72,98,67,49,21,46,6,34,89,86,33.57022841448361,-166.382731416734
50,64,69,1982-03-26 12:34:59.008124,87,77,95,68,48,4,2,74,92,93,92,57,34,57,35,68,31,4,54,1,76,58,31,72,89,72,30,72,22,13,5,78,55,17,44,82,83,32,39,63,96,54.790429514132995,-135.6747079570458
3,52,91,1996-10-28 07:01:47.005102,92,41,17,76,43,72,35,27,32,72,19,79,51,91,35,37,34,54,67,22,44,4,20,90,21,39,91,23,62,46,92,48,14,55,87,4,35,22,81,23,80,-79.98311410335377,-140.97299682576136
77,13,50,1965-12-04 18:11:29.001521,71,88,80,36,7,63,55,27,79,35,100,79,49,87,74,41,27,36,89,91,29,17,16,92,63,100,0,91,73,31,0,53,16,81,63,100,100,85,97,96,27,-17.12665768399188,-113.74617686723003
65,7,44,2085-10-20 21:06:35.003596,96,59,49,28,32,40,68,17,26,98,53,86,62,70,10,79,32,34,5,21,1,76,32,5,89,55,15,97,40,86,55,86,52,8,29,56,61,15,1,77,28,-80.23709902021048,164.46568645172403
56,33,73,1904-03-01 05:08:15.009029,60,93,50,4,59,32,40,10,6,16,21,27,38,38,71,96,13,82,87,73,61,81,39,21,42,81,28,97,92,0,32,1,66,57,98,60,73,52,22,64,90,-58.75185482160937,-28.07925222460642
95,70,63,1976-04-28 03:45:53.003007,34,52,8,0,30,55,26,84,81,81,63,19,31,70,96,77,53,3,77,71,94,21,72,67,48,90,39,100,83,69,41,20,50,32,6,61,29,75,9,57,39,-52.614272844345756,158.8840089838639
29,64,26,2032-05-08 18:57:13.003879,78,72,0,8,62,54,43,46,54,64,23,65,59,69,56,29,80,22,98,90,83,20,83,28,61,59,75,82,10,81,14,18,5,8,2,86,90,72,24,23,39,23.388764248109737,-29.00648999718308
2,55,59,2006-09-27 15:04:14.002515,93,75,80,79,74,14,28,75,62,23,99,92,74,62,21,90,89,88,4,89,61,17,52,31,29,59,54,80,43,91,83,96,4,62,12,84,68,27,54,37,14,-7.817273007595276,111.54162724307548
53,40,56,1936-08-19 18:06:15.004250,76,14,40,53,75,64,93,0,86,72,80,1,0,69,20,61,70,42,35,86,22,55,72,8,71,54,85,70,5,98,15,78,20,54,22,27,21,8,35,88,44,87.4283789382142,148.64511493069614
83,42,60,1944-07-28 05:04:55.000683,70,89,42,65,77,48,88,74,42,86,41,53,95,54,90,75,93,44,85,49,61,60,9,11,2,21,53,52,38,28,100,73,27,44,41,36,83,90,34,53,8,-59.45036978858835,74.94451277730965
87,80,11,1933-11-01 16:12:00.009742,63,28,49,48,91,89,58,50,48,84,79,46,72,10,43,76,28,49,23,41,6,1,67,43,44,31,0,74,36,14,54,21,52,23,13,45,76,71,39,10,6,-25.515579775527954,54.427063305208776
86,34,68,1974-01-25 01:35:32.006070,53,10,82,16,17,84,36,7,41,30,60,41,11,96,39,82,19,69,43,33,55,62,60,17,89,61,70,85,27,88,91,67,65,7,16,9,70,38,63,35,17,64.11618499802333,-69.43568883566144
52,69,18,2071-07-08 07:38:47.003103,82,49,68,26,59,66,65,40,49,58,28,13,16,9,74,93,38,58,11,64,73,52,63,81,49,72,58,18,11,94,10,4,68,34,64,9,70,27,17,46,32,56.658109433011845,18.720949922970192
61,14,35,1983-10-09 10:23:59.001512,89,74,94,38,54,94,23,67,21,35,81,74,89,26,22,41,7,54,54,4,61,13,36,76,43,27,7,53,9,52,26,41,88,100,87,32,100,11,97,69,1,-3.133274590140772,-63.381791107664654
33,23,79,2094-12-09 06:12:27.007068,19,17,63,100,71,29,16,93,93,54,12,38,69,45,64,51,87,93,23,89,22,89,56,52,52,83,85,66,15,47,87,67,62,66,33,23,4,11,97,39,84,66.00594162566239,62.88041675553566
97,71,83,2041-08-19 22:44:31.003562,58,58,31,56,68,67,18,22,36,60,0,62,79,64,30,10,72,38,87,98,74,30,24,93,81,64,17,62,73,65,91,40,72,9,44,49,53,53,5,43,9,-58.418977240601535,-176.67255995492522
66,100,79,1933-09-08 10:40:46.009289,26,10,2,73,31,30,18,14,92,77,26,72,61,60,7,71,17,60,33,94,31,6,68,89,52,65,33,95,63,61,24,7,4,33,23,76,1,54,74,87,15,10.117284620258232,-94.76718904077453
2,20,91,2054-03-04 18:00:15.009053,1,42,15,5,87,66,67,89,27,6,27,42,5,70,64,70,52,88,45,42,36,96,87,78,13,58,81,62,48,5,67,81,12,53,79,96,83,36,6,10,51,-5.503865255620013,57.69234764636619
27,0,55,2085-12-02 02:25:06.003823,98,9,47,63,58,62,91,10,30,51,58,44,91,61,17,10,4,20,100,10,39,75,73,21,3,18,19,52,15,9,93,11,35,78,55,82,94,88,69,37,4,-75.88542621058221,-160.83629509330487
72,28,16,2050-04-28 04:37:51.001710,93,79,61,2,12,89,44,20,0,33,32,64,33,13,26,93,88,81,46,24,2,43,56,26,70,73,23,42,7,47,67,73,56,52,65,18,99,18,2,59,42,-60.30409217456199,-14.304959420103415
28,67,46,1974-03-17 18:04:46.002362,37,26,72,89,19,69,97,81,40,53,75,4,52,71,74,26,21,80,55,53,18,41,18,18,75,14,80,89,85,76,32,44,27,94,25,4,47,95,94,95,34,12.661408423628941,-7.734968179128629
98,87,54,1978-05-08 02:22:50.005657,41,5,72,72,64,27,99,26,4,21,78,7,18,98,45,51,76,99,41,11,56,86,86,51,60,41,5,45,45,31,9,90,30,13,79,43,76,71,70,32,32,20.42237392001529,14.337530319103081
79,48,68,1924-01-05 12:35:31.002688,71,14,87,30,48,31,33,59,3,62,11,7,98,81,48,5,32,73,91,89,53,51,93,30,95,45,19,56,83,12,72,72,64,37,41,97,42,6,89,24,80,66.83583047974625,65.19930220873559
37,42,29,1965-01-19 21:15:00.003022,37,94,45,76,85,24,71,27,20,53,9,94,73,23,14,19,53,61,41,12,24,60,18,37,86,30,21,35,39,71,38,63,12,19,98,3,86,14,23,45,51,30.767048236054308,66.66155837986872
27,28,33,2045-03-21 23:43:09.008076,75,54,30,47,19,8,17,18,62,98,48,1,35,29,11,29,27,76,26,3,29,65,33,32,37,7,38,90,18,14,50,98,50,44,36,83,22,27,48,21,70,65.41615041922455,21.11230282812275
96,19,85,2002-10-11 01:49:23.007900,23,66,69,1,95,76,25,46,3,31,11,9,10,1,32,68,43,12,93,86,66,56,4,57,57,31,24,69,81,14,27,58,37,37,8,77,89,25,44,63,7,1.584157237165499,94.2134675737297
0,46,79,1950-02-23 19:38:37.000368,7,74,41,37,73,49,96,85,87,84,7,37,46,45,100,90,66,12,100,8,75,63,32,30,27,24,36,10,45,87,73,24,93,78,14,79,10,33,18,80,83,23.31712275963308,75.23621399218348
26,28,12,1906-06-18 13:05:13.006383,45,31,52,2,54,88,21,62,85,37,79,3,27,37,87,8,13,39,18,13,26,13,60,25,64,87,44,66,58,2,43,55,58,6,25,82,31,80,73,42,73,-79.20328061656275,-110.1452864814795
79,28,77,2050-06-12 18:25:45.003974,8,76,51,53,46,36,38,17,14,6,0,5,37,66,44,7,6,24,13,60,75,26,77,66,68,21,71,54,73,74,94,47,85,9,92,85,20,53,70,35,31,-10.045980723960326,78.57653352574863
71,94,24,2089-02-21 14:33:43.004825,89,20,64,99,66,94,88,66,10,19,88,99,16,35,1,75,5,5,21,17,57,27,95,100,11,57,69,99,4,9,4,98,75,61,15,15,97,21,69,88,39,22.982874249861524,-148.325604147916
87,20,29,1926-06-11 09:15:15.009308,2,69,13,71,85,32,44,10,54,24,63,75,71,98,40,14,29,29,21,82,15,14,97,57,61,26,42,56,97,39,89,69,24,10,35,62,35,28,55,93,10,-56.102246099228864,-84.36557091339813
72,52,7,2023-07-04 19:00:56.009555,99,57,44,3,41,71,78,51,33,77,14,60,76,1,28,95,17,61,88,8,61,85,42,6,12,100,90,40,45,66,24,90,92,16,96,94,19,38,79,36,19,-45.43241549609768,-128.08354853971372
17,48,32,1995-02-07 02:10:24.009642,99,69,49,59,25,14,75,98,10,84,10,1,39,44,49,19,7,73,31,11,42,31,68,81,53,44,16,7,0,43,84,86,8,65,29,62,30,22,86,25,27,-0.629542010714701,-87.49803516323628
4,19,52,1952-12-16 06:01:01.000513,65,62,50,0,82,22,40,31,16,49,87,68,69,9,40,56,67,59,69,76,39,100,85,44,63,9,86,29,71,2,70,73,6,64,86,5,0,41,61,0,31,-12.967016435115823,15.967008045161265
26,71,9,2037-07-12 07:12:31.000728,78,38,74,100,7,27,46,28,1,73,21,73,93,64,49,87,68,84,75,73,61,4,90,79,93,87,37,65,94,38,41,11,36,21,92,69,15,31,58,66,40,-73.19717718556603,-21.159503028223043
4,14,67,1986-09-04 10:32:23.005143,75,21,82,52,4,36,79,5,22,53,56,4,33,51,5,4,41,44,72,4,74,61,21,72,20,33,68,18,78,16,81,0,33,36,18,90,70,54,39,10,73,53.91314920224144,-28.247617694086756
42,58,36,2017-12-13 10:25:24.006560,55,100,87,9,70,23,52,56,15,79,55,33,45,62,14,59,26,20,33,76,97,64,11,27,52,74,99,7,18,94,1,89,58,54,83,27,34,82,42,0,6,31.349448215545223,-22.03781669480267
1,84,22,2047-08-18 20:02:08.006458,86,58,29,2,63,10,70,51,57,16,29,43,14,21,53,64,66,23,24,46,46,14,41,13,57,42,71,74,32,96,57,91,70,6,59,78,13,8,55,56,67,-24.762974070326052,109.6824787281347
82,0,46,1925-09-16 20:21:14.006257,84,78,98,50,49,93,24,52,65,61,65,44,38,11,73,60,76,75,94,60,40,0,54,100,14,64,92,43,36,46,23,85,94,1,66,71,83,16,95,83,76,37.18060826913873,156.9088054031293
29,2,29,1950-06-18 00:07:20.000782,68,34,57,31,83,6,33,43,77,33,56,73,57,1,56,61,97,84,59,28,82,35,74,74,13,96,96,95,18,53,23,73,93,47,57,71,52,18,40,62,36,40.97970963625528,126.78320144808424
14,8,78,2077-06-02 12:51:29.004460,91,59,88,16,84,62,69,78,97,5,18,14,18,37,1,7,58,19,86,86,80,34,8,38,56,4,14,15,43,93,85,35,39,51,14,49,73,13,83,16,37,-26.094320615134883,-91.89530152246175
85,65,37,1936-10-20 07:03:51.008003,22,55,19,52,93,16,99,6,64,4,36,78,3,38,62,61,4,55,15,33,0,88,48,6,86,36,41,33,22,39,79,72,40,93,77,12,52,70,86,59,72,-4.372949020386827,-96.27559955825602
58,4,74,2029-12-25 07:40:16.003513,45,35,31,58,46,25,86,26,48,89,85,33,78,93,76,76,67,35,69,40,64,92,53,68,35,89,78,30,56,61,60,95,57,43,8,42,96,57,48,22,27,81.54012842236176,-95.28317053515603
88,78,50,1932-11-14 13:53:08.003671,57,28,38,57,6,31,50,47,36,34,68,30,87,37,61,97,47,51,95,67,12,84,43,32,65,75,59,73,95,92,21,56,75,42,53,84,67,22,80,57,70,20.738342498304718,16.84044735340916
75,38,79,2029-12-15 07:46:10.008223,58,50,70,46,27,47,65,35,21,34,16,25,59,25,17,66,29,54,86,43,87,58,92,11,16,71,85,58,68,98,40,54,15,77,87,98,83,50,32,72,31,-4.1831957182197925,-159.01380598257367
